행정구역,날짜,강수량(mm),적설(cm)
경기북서부,20230930,0.013157894736842105,0.0
서울,20230930,0.22105263157894733,0.0
인천,20231001,0.0,0.0
서울,20231001,0.0,0.0
경기동부,20231001,0.0,0.0
경기중부,20231001,0.0,0.0
경기북서부,20231001,0.0,0.0
경기중부,20231002,0.0,0.0
경기동부,20231002,0.0,0.0
인천,20231002,0.0,0.0
서울,20231002,0.0,0.0
경기북서부,20231002,0.0,0.0
경기북서부,20231003,0.0,0.0
서울,20231003,0.0,0.0
경기동부,20231003,0.0,0.0
경기중부,20231003,0.0,0.0
인천,20231003,0.0,0.0
서울,20231004,0.7736842105263158,0.0
경기중부,20231004,0.11578947368421054,0.0
경기북서부,20231004,0.6157894736842104,0.0
인천,20231004,0.3754385964912281,0.0
경기동부,20231004,0.8394736842105263,0.0
경기북서부,20231005,0.0,0.0
서울,20231005,0.0,0.0
경기중부,20231005,0.0,0.0
경기동부,20231005,0.0,0.0
인천,20231005,0.0,0.0
경기중부,20231006,0.0,0.0
경기동부,20231006,0.0,0.0
인천,20231006,0.0,0.0
경기북서부,20231006,0.0,0.0
서울,20231006,0.0,0.0
경기중부,20231007,0.0,0.0
서울,20231007,0.0,0.0
경기북서부,20231007,0.0,0.0
경기동부,20231007,0.0,0.0
인천,20231007,0.0,0.0
서울,20231008,0.0,0.0
경기북서부,20231008,0.0,0.0
경기중부,20231008,0.0,0.0
인천,20231008,0.0035087719298245615,0.0
경기동부,20231008,0.0,0.0
인천,20231009,0.24385964912280703,0.0
경기중부,20231009,0.07894736842105263,0.0
경기북서부,20231009,0.0,0.0
서울,20231009,0.06315789473684211,0.0
경기동부,20231009,0.005263157894736842,0.0
경기북서부,20231010,0.0,0.0
인천,20231010,0.0,0.0
경기중부,20231010,0.0,0.0
경기동부,20231010,0.0,0.0
서울,20231010,0.0,0.0
경기동부,20231011,0.0,0.0
인천,20231011,0.0,0.0
경기중부,20231011,0.0,0.0
서울,20231011,0.0,0.0
경기북서부,20231011,0.0,0.0
경기북서부,20231012,0.0,0.0
인천,20231012,0.0,0.0
경기중부,20231012,0.0,0.0
서울,20231012,0.0,0.0
경기동부,20231012,0.0,0.0
경기북서부,20231013,0.0,0.0
경기중부,20231013,0.0,0.0
경기동부,20231013,0.0,0.0
서울,20231013,0.0,0.0
인천,20231013,0.0,0.0
경기동부,20231014,0.13157894736842105,0.0
경기북서부,20231014,0.14473684210526316,0.0
서울,20231014,0.30526315789473685,0.0
인천,20231014,0.33508771929824566,0.0
경기중부,20231014,0.29473684210526313,0.0
경기북서부,20231015,0.0,0.0
서울,20231015,0.0,0.0
경기동부,20231015,0.0,0.0
인천,20231015,0.0,0.0
경기중부,20231015,0.0,0.0
인천,20231016,0.0,0.0
서울,20231016,0.0,0.0
경기중부,20231016,0.0,0.0
경기동부,20231016,0.0,0.0
경기북서부,20231016,0.0,0.0
인천,20231017,0.0,0.0
경기동부,20231017,0.0,0.0
경기북서부,20231017,0.0,0.007894736842105263
서울,20231017,0.0,0.0
경기중부,20231017,0.0,0.0
경기북서부,20231018,0.0,0.0
인천,20231018,0.03859649122807018,0.0
서울,20231018,0.0,0.0
경기동부,20231018,0.0,0.0
경기중부,20231018,0.0,0.0
경기중부,20231019,1.2684210526315791,0.0
서울,20231019,0.431578947368421,0.0
경기동부,20231019,0.7105263157894737,0.0
인천,20231019,0.4105263157894737,0.0
경기북서부,20231019,0.18157894736842106,0.0
인천,20231020,0.0,0.0
서울,20231020,0.0,0.0
경기북서부,20231020,0.0,0.0
경기동부,20231020,0.0,0.0
경기중부,20231020,0.0,0.0
인천,20231021,0.0824561403508772,0.0
경기중부,20231021,0.12631578947368421,0.0
서울,20231021,0.05789473684210527,0.0
경기북서부,20231021,0.04736842105263158,0.0
경기동부,20231021,0.04736842105263158,0.0
경기동부,20231022,0.0,0.0
경기북서부,20231022,0.0,0.0
서울,20231022,0.0,0.0
경기중부,20231022,0.0,0.0
인천,20231022,0.0,0.0
인천,20231023,0.0,0.0
경기북서부,20231023,0.0,0.0
서울,20231023,0.0,0.0
경기중부,20231023,0.0,0.0
경기동부,20231023,0.0,0.0
서울,20231024,0.0,0.0
경기동부,20231024,0.0,0.0
경기북서부,20231024,0.0,0.0
경기중부,20231024,0.0,0.0
인천,20231024,0.0,0.0
경기중부,20231025,0.0,0.0
경기북서부,20231025,0.0,0.0
경기동부,20231025,0.0,0.0
서울,20231025,0.0,0.0
인천,20231025,0.0,0.0
서울,20231026,0.0,0.0
경기북서부,20231026,0.8447368421052632,0.0
인천,20231026,0.0,0.0
경기동부,20231026,0.6894736842105263,0.007894736842105263
경기중부,20231026,0.0,0.0
인천,20231027,0.0,0.0
서울,20231027,0.0,0.0
경기북서부,20231027,0.0,0.0
경기동부,20231027,0.013157894736842105,0.0
경기중부,20231027,0.0,0.0
경기중부,20231028,0.0,0.0
경기동부,20231028,0.0,0.0
경기북서부,20231028,0.0,0.0
인천,20231028,0.0,0.0
서울,20231028,0.0,0.0
경기동부,20231029,0.0,0.0
서울,20231029,0.0,0.0
경기북서부,20231029,0.0,0.0
인천,20231029,0.0,0.0
경기중부,20231029,0.0,0.0
경기중부,20231030,0.0,0.0
경기동부,20231030,0.0,0.0
경기북서부,20231030,0.0,0.0
서울,20231030,0.0,0.0
인천,20231030,0.0,0.0
경기동부,20231031,0.0,0.0
서울,20231031,0.0,0.0
경기북서부,20231031,0.0,0.0
인천,20231031,0.0,0.0
경기중부,20231031,0.0,0.0
인천,20231101,0.0,0.0
경기동부,20231101,0.0,0.0
경기중부,20231101,0.0,0.0
경기북서부,20231101,0.04473684210526316,0.0
서울,20231101,0.0,0.0
경기북서부,20231102,0.0,0.0
서울,20231102,0.0,0.0
경기동부,20231102,0.0,0.0
인천,20231102,0.0,0.0
경기중부,20231102,0.0,0.0
인천,20231103,0.0017543859649122807,0.0
경기북서부,20231103,0.1105263157894737,0.0
경기중부,20231103,0.10526315789473684,0.0
경기동부,20231103,0.02631578947368421,0.0
서울,20231103,0.4473684210526316,0.0
인천,20231104,0.0,0.0
경기북서부,20231104,0.0,0.0
경기동부,20231104,0.0,0.0
서울,20231104,0.0,0.0
경기중부,20231104,0.0,0.0
경기중부,20231105,1.1631578947368422,0.0
경기북서부,20231105,0.3736842105263158,0.0
인천,20231105,1.1771929824561402,0.0
경기동부,20231105,1.2289473684210528,0.0
서울,20231105,0.46842105263157896,0.0
인천,20231106,0.9228070175438596,0.0
서울,20231106,1.5157894736842104,0.0
경기중부,20231106,2.2157894736842105,0.0
경기동부,20231106,2.081578947368421,0.0
경기북서부,20231106,1.6710526315789473,0.0
경기중부,20231107,0.015789473684210527,0.0
서울,20231107,0.18947368421052632,0.0
인천,20231107,0.043859649122807015,0.0
경기동부,20231107,0.09210526315789473,0.0
경기북서부,20231107,0.0,0.0
경기중부,20231108,0.0,0.0
인천,20231108,0.0,0.0
서울,20231108,0.0,0.0
경기동부,20231108,0.0,0.0
경기북서부,20231108,0.0,0.0
서울,20231109,0.26842105263157895,0.0
인천,20231109,0.22456140350877193,0.0
경기중부,20231109,0.0,0.0
경기북서부,20231109,0.4289473684210526,0.0
경기동부,20231109,0.015789473684210527,0.0
경기북서부,20231110,0.0,0.0
서울,20231110,0.0,0.0
인천,20231110,0.0,0.0
경기동부,20231110,0.0,0.0
경기중부,20231110,0.0,0.0
인천,20231111,0.0,0.0
경기북서부,20231111,0.0,0.0
경기중부,20231111,0.0,0.0
경기동부,20231111,0.0,0.0
서울,20231111,0.0,0.0
경기중부,20231112,0.0,0.0
경기동부,20231112,0.0,0.0
인천,20231112,0.0,0.0
경기북서부,20231112,0.0,0.0
서울,20231112,0.0,0.0
서울,20231113,0.0,0.0
경기동부,20231113,0.0,0.0
경기북서부,20231113,0.0,0.0
경기중부,20231113,0.0,0.0
인천,20231113,0.0,0.0
서울,20231114,0.0,0.0
경기중부,20231114,0.0,0.0
경기북서부,20231114,0.0,0.0
인천,20231114,0.0,0.0
경기동부,20231114,0.0,0.0
경기중부,20231115,0.0,0.0
인천,20231115,0.0035087719298245615,0.0
경기동부,20231115,0.0,0.0
경기북서부,20231115,0.0,0.0
서울,20231115,0.0,0.0
경기북서부,20231116,0.44999999999999996,0.0
경기중부,20231116,0.5473684210526316,0.0
인천,20231116,0.5157894736842106,0.0
경기동부,20231116,0.2815789473684211,0.0
서울,20231116,0.4421052631578948,0.0
경기중부,20231117,0.07894736842105263,0.005263157894736842
인천,20231117,0.05789473684210526,0.008771929824561403
경기북서부,20231117,0.0,0.0
서울,20231117,0.0,0.0
경기동부,20231117,0.005263157894736842,0.0
경기중부,20231118,0.0,0.0
경기동부,20231118,0.0,0.0
인천,20231118,0.0,0.0035087719298245615
서울,20231118,0.0,0.0
경기북서부,20231118,0.0,0.002631578947368421
인천,20231119,0.0,0.0
경기동부,20231119,0.0,0.0
경기북서부,20231119,0.0,0.0
서울,20231119,0.0,0.0
경기중부,20231119,0.0,0.0
경기중부,20231120,0.0,0.0
경기북서부,20231120,0.0,0.0
서울,20231120,0.0,0.0
인천,20231120,0.0,0.0
경기동부,20231120,0.0,0.0
경기동부,20231121,0.0,0.0
서울,20231121,0.0,0.0
경기중부,20231121,0.0,0.0
인천,20231121,0.0,0.0
경기북서부,20231121,0.0,0.0
인천,20231122,0.0,0.0
경기중부,20231122,0.0,0.0
경기동부,20231122,0.0,0.0
경기북서부,20231122,0.0,0.0
서울,20231122,0.0,0.0
경기중부,20231123,0.0,0.0
경기북서부,20231123,0.0,0.0
인천,20231123,0.0,0.0
서울,20231123,0.005263157894736842,0.0
경기동부,20231123,0.010526315789473684,0.0
인천,20231124,0.0,0.0
경기동부,20231124,0.0,0.0
경기중부,20231124,0.0,0.0
서울,20231124,0.0,0.0
경기북서부,20231124,0.0,0.0
인천,20231125,0.0,0.0
경기중부,20231125,0.0,0.0
서울,20231125,0.0,0.0
경기북서부,20231125,0.0,0.0
경기동부,20231125,0.0,0.0
인천,20231126,0.17017543859649126,0.0
경기북서부,20231126,0.0,0.0
서울,20231126,0.0,0.0
경기동부,20231126,0.0,0.0
경기중부,20231126,0.0,0.0
경기중부,20231127,0.12105263157894738,0.0
경기북서부,20231127,0.24210526315789477,0.0
서울,20231127,0.14210526315789473,0.0
인천,20231127,0.32456140350877194,0.0
경기동부,20231127,0.27631578947368424,0.0
경기북서부,20231128,0.0,0.0
서울,20231128,0.0,0.0
인천,20231128,0.0,0.0
경기동부,20231128,0.0,0.0
경기중부,20231128,0.0,0.0
경기동부,20231129,0.021052631578947368,0.0
경기북서부,20231129,0.013157894736842105,0.0
경기중부,20231129,0.010526315789473684,0.0
인천,20231129,0.08596491228070174,0.22631578947368422
서울,20231129,0.0,0.0
경기중부,20231130,0.0,0.0
인천,20231130,0.0,0.0
경기동부,20231130,0.0,0.0
서울,20231130,0.0,0.0
경기북서부,20231130,0.0,0.0
경기중부,20231201,0.0,0.0
경기동부,20231201,0.0,0.0
서울,20231201,0.0,0.0
경기북서부,20231201,0.0,0.0
인천,20231201,0.0017543859649122807,0.0
경기북서부,20231202,0.0,0.0
서울,20231202,0.0,0.0
인천,20231202,0.0035087719298245615,0.0
경기중부,20231202,0.0,0.0
경기동부,20231202,0.0,0.0
경기북서부,20231203,0.0,0.0
경기동부,20231203,0.005263157894736842,0.0
경기중부,20231203,0.0,0.0
인천,20231203,0.0,0.0
서울,20231203,0.0,0.0
경기북서부,20231204,0.0,0.0
경기동부,20231204,0.0,0.0
경기중부,20231204,0.0,0.0
인천,20231204,0.0,0.0
서울,20231204,0.0,0.0
인천,20231205,0.0,0.0
경기동부,20231205,0.0,0.0
서울,20231205,0.0,0.0
경기중부,20231205,0.0,0.0
경기북서부,20231205,0.0,0.0
경기동부,20231206,0.42894736842105263,0.0
경기중부,20231206,0.08947368421052632,0.0
경기북서부,20231206,0.07894736842105263,0.0
인천,20231206,0.05087719298245614,0.0
서울,20231206,0.2,0.0
인천,20231207,0.0,0.0
경기중부,20231207,0.0,0.0
서울,20231207,0.0,0.0
경기북서부,20231207,0.0,0.0
경기동부,20231207,0.0,0.0
서울,20231208,0.0,0.0
경기북서부,20231208,0.0,0.0
경기동부,20231208,0.0,0.0
인천,20231208,0.0,0.0
경기중부,20231208,0.0,0.0
인천,20231209,0.0,0.0
서울,20231209,0.0,0.0
경기북서부,20231209,0.0,0.0
경기동부,20231209,0.0,0.0
경기중부,20231209,0.0,0.0
인천,20231210,0.0,0.0
경기동부,20231210,0.0,0.0
경기중부,20231210,0.0,0.0
경기북서부,20231210,0.0,0.0
서울,20231210,0.0,0.0
경기동부,20231211,0.5894736842105263,0.0
인천,20231211,1.0491228070175438,0.0
경기북서부,20231211,0.7947368421052632,0.0
경기중부,20231211,0.7000000000000001,0.0
서울,20231211,0.5789473684210527,0.0
경기북서부,20231212,0.06578947368421052,0.0
경기동부,20231212,0.028947368421052635,0.0
경기중부,20231212,0.01578947368421053,0.0
서울,20231212,0.042105263157894736,0.0
인천,20231212,0.02105263157894737,0.0
경기동부,20231213,0.0,0.0
서울,20231213,0.0,0.0
경기중부,20231213,0.0,0.0
경기북서부,20231213,0.0,0.0
인천,20231213,0.0,0.0
경기중부,20231214,0.5631578947368421,0.0
경기동부,20231214,0.5368421052631579,0.0
서울,20231214,0.5368421052631579,0.0
경기북서부,20231214,0.6605263157894737,0.0
인천,20231214,0.7947368421052631,0.0
경기중부,20231215,1.6684210526315788,0.0
서울,20231215,1.536842105263158,0.0
경기북서부,20231215,0.9684210526315788,0.0
경기동부,20231215,1.844736842105263,0.0
인천,20231215,0.8140350877192982,0.0
경기중부,20231216,0.30526315789473685,2.4210526315789473
경기동부,20231216,0.15,0.1368421052631579
경기북서부,20231216,0.06842105263157895,0.005263157894736842
서울,20231216,0.13157894736842105,0.2421052631578947
인천,20231216,0.021052631578947368,0.20175438596491227
인천,20231217,0.014035087719298246,0.37543859649122807
경기동부,20231217,0.0,0.0
경기중부,20231217,0.0,0.9052631578947368
경기북서부,20231217,0.0,0.0
서울,20231217,0.0,0.0
경기북서부,20231218,0.0,0.0
경기중부,20231218,0.0,0.8
인천,20231218,0.019298245614035085,1.129824561403509
경기동부,20231218,0.0,0.0
서울,20231218,0.0,0.0
경기중부,20231219,0.0,0.4789473684210526
인천,20231219,0.10701754385964912,2.2228070175438597
경기동부,20231219,0.0,0.0
서울,20231219,0.0,0.042105263157894736
경기북서부,20231219,0.0,0.0
경기중부,20231220,0.0,2.4210526315789473
서울,20231220,0.015789473684210527,1.0157894736842106
경기동부,20231220,0.002631578947368421,0.38947368421052636
인천,20231220,0.02982456140350877,2.949122807017544
경기북서부,20231220,0.005263157894736842,0.002631578947368421
서울,20231221,0.0,0.4526315789473684
인천,20231221,0.015789473684210523,1.8859649122807018
경기중부,20231221,0.0,1.7736842105263155
경기동부,20231221,0.0,0.0
경기북서부,20231221,0.0,0.0
경기동부,20231222,0.0,0.0
서울,20231222,0.0,0.28421052631578947
인천,20231222,0.008771929824561403,1.4842105263157894
경기북서부,20231222,0.0,0.0
경기중부,20231222,0.0,1.5210526315789472
인천,20231223,0.0,1.6754385964912282
경기중부,20231223,0.0,1.0473684210526315
서울,20231223,0.0,0.08421052631578947
경기동부,20231223,0.0,0.0
경기북서부,20231223,0.0,0.0
경기중부,20231224,0.010526315789473684,2.068421052631579
경기동부,20231224,0.02631578947368421,0.1763157894736842
인천,20231224,0.04035087719298245,2.543859649122807
서울,20231224,0.05789473684210527,0.5105263157894736
경기북서부,20231224,0.0,0.0
경기북서부,20231225,0.021052631578947368,0.38421052631578945
경기동부,20231225,0.049999999999999996,0.6105263157894737
인천,20231225,0.015789473684210527,1.5105263157894735
서울,20231225,0.02631578947368421,1.0210526315789472
경기중부,20231225,0.10526315789473684,3.205263157894737
인천,20231226,0.0,0.4368421052631579
경기북서부,20231226,0.0,0.0
서울,20231226,0.0,0.0
경기동부,20231226,0.0,0.0
경기중부,20231226,0.0,0.8631578947368422
경기북서부,20231227,0.0,0.0
서울,20231227,0.0,0.0
인천,20231227,0.0,0.0
경기중부,20231227,0.0,0.0
경기동부,20231227,0.0,0.0
경기동부,20231228,0.0,0.0
경기북서부,20231228,0.0,0.0
서울,20231228,0.0,0.0
경기중부,20231228,0.0,0.0
인천,20231228,0.0,0.0
경기중부,20231229,0.0,0.0
인천,20231229,0.0,0.0
서울,20231229,0.0,0.0
경기동부,20231229,0.0,0.0
경기북서부,20231229,0.0,0.0
경기동부,20231230,0.5973684210526315,6.018421052631578
경기북서부,20231230,0.47105263157894733,4.657894736842105
경기중부,20231230,0.34210526315789475,0.38947368421052636
인천,20231230,0.5105263157894737,2.387719298245614
서울,20231230,0.6,7.126315789473685
경기북서부,20231231,0.4947368421052632,1.7473684210526317
경기중부,20231231,0.1105263157894737,0.010526315789473684
인천,20231231,0.2614035087719298,0.41403508771929826
서울,20231231,0.29473684210526313,3.7947368421052627
경기동부,20231231,0.3447368421052632,3.702631578947368
경기동부,20240101,0.0,1.4921052631578948
인천,20240101,0.0,0.0
서울,20240101,0.0,1.0473684210526315
경기북서부,20240101,0.0,0.3157894736842105
경기중부,20240101,0.0,0.0
경기중부,20240102,0.0,0.0
인천,20240102,0.0,0.0
서울,20240102,0.0,0.0
경기북서부,20240102,0.0,0.0
경기동부,20240102,0.0,0.631578947368421
경기북서부,20240103,0.005263157894736842,0.0
경기중부,20240103,0.09999999999999999,0.0
인천,20240103,0.0,0.0
서울,20240103,0.031578947368421054,0.0
경기동부,20240103,0.07368421052631578,0.22894736842105262
서울,20240104,0.0,0.0
경기북서부,20240104,0.0,0.0
인천,20240104,0.0,0.0
경기중부,20240104,0.0,0.0
경기동부,20240104,0.0,0.08421052631578947
경기중부,20240105,0.0,0.0
인천,20240105,0.0,0.0
서울,20240105,0.0,0.0
경기북서부,20240105,0.0,0.0
경기동부,20240105,0.002631578947368421,0.0
서울,20240106,0.12631578947368421,1.0473684210526315
경기중부,20240106,0.031578947368421054,0.4052631578947368
경기북서부,20240106,0.018421052631578946,0.09210526315789473
경기동부,20240106,0.010526315789473684,0.19210526315789472
인천,20240106,0.0824561403508772,0.3982456140350877
인천,20240107,0.0,0.6491228070175439
경기중부,20240107,0.0,0.7315789473684211
서울,20240107,0.0,2.7526315789473683
경기북서부,20240107,0.005263157894736842,0.1394736842105263
경기동부,20240107,0.04736842105263158,0.5131578947368421
경기북서부,20240108,0.0,0.0
경기중부,20240108,0.0,0.0
경기동부,20240108,0.0,0.0
인천,20240108,0.0,0.22631578947368422
서울,20240108,0.0,0.8368421052631579
경기북서부,20240109,0.07105263157894737,0.5105263157894737
인천,20240109,0.04912280701754386,0.5228070175438596
서울,20240109,0.08421052631578947,1.963157894736842
경기중부,20240109,0.15789473684210525,0.7578947368421053
경기동부,20240109,0.15263157894736842,1.063157894736842
인천,20240110,0.0,0.30000000000000004
서울,20240110,0.0,2.389473684210526
경기북서부,20240110,0.0,0.37368421052631584
경기동부,20240110,0.0,1.131578947368421
경기중부,20240110,0.0,0.6421052631578947
경기동부,20240111,0.0,0.2736842105263158
서울,20240111,0.0,0.9684210526315788
경기중부,20240111,0.0,0.0
경기북서부,20240111,0.0,0.0
인천,20240111,0.0,0.0456140350877193
인천,20240112,0.0,0.0
경기중부,20240112,0.0,0.0
서울,20240112,0.0,0.0
경기동부,20240112,0.0,0.0
경기북서부,20240112,0.0,0.0
경기중부,20240113,0.0,0.0
인천,20240113,0.0,0.0
경기동부,20240113,0.0,0.0
경기북서부,20240113,0.0,0.0
서울,20240113,0.0,0.0
경기북서부,20240114,0.18947368421052632,0.8447368421052632
인천,20240114,0.1614035087719298,0.0
서울,20240114,0.1631578947368421,0.0
경기중부,20240114,0.13157894736842105,0.0
경기동부,20240114,0.17368421052631577,0.0
경기중부,20240115,0.0,0.0
서울,20240115,0.0,0.0
경기북서부,20240115,0.0,1.2710526315789472
경기동부,20240115,0.0,0.0
인천,20240115,0.0,0.0
경기중부,20240116,0.0,0.0
서울,20240116,0.0,0.0
경기북서부,20240116,0.0,0.781578947368421
경기동부,20240116,0.0,0.0
인천,20240116,0.0,0.0
서울,20240117,0.3684210526315789,0.9526315789473685
경기북서부,20240117,0.2657894736842105,1.9605263157894737
경기동부,20240117,0.3,0.21052631578947367
경기중부,20240117,0.3684210526315789,0.0
인천,20240117,0.36666666666666664,0.9543859649122807
경기중부,20240118,0.17894736842105263,0.0
서울,20240118,0.14210526315789473,0.28421052631578947
경기동부,20240118,0.15,0.02631578947368421
경기북서부,20240118,0.07105263157894737,0.9157894736842106
인천,20240118,0.0807017543859649,0.2789473684210526
인천,20240119,0.0,0.0
경기중부,20240119,0.0,0.0
서울,20240119,0.0,0.0
경기북서부,20240119,0.0,0.01578947368421053
경기동부,20240119,0.0,0.0
경기북서부,20240120,0.031578947368421054,0.002631578947368421
경기동부,20240120,0.09210526315789473,0.0
서울,20240120,0.021052631578947368,0.0
경기중부,20240120,0.07368421052631578,0.0
인천,20240120,0.043859649122807015,0.04912280701754387
서울,20240121,0.021052631578947368,0.0
경기동부,20240121,0.013157894736842105,0.0
경기중부,20240121,0.0,0.0
경기북서부,20240121,0.005263157894736842,0.0
인천,20240121,0.007017543859649123,0.007017543859649123
서울,20240122,0.010526315789473684,0.7052631578947368
경기중부,20240122,0.005263157894736842,0.3105263157894737
인천,20240122,0.0,0.0807017543859649
경기동부,20240122,0.0,0.007894736842105265
경기북서부,20240122,0.0,0.0
인천,20240123,0.0,0.09824561403508772
경기동부,20240123,0.0,0.0
서울,20240123,0.0,0.0
경기북서부,20240123,0.0,0.0
경기중부,20240123,0.0,0.0
경기중부,20240124,0.0,0.0
경기동부,20240124,0.0,0.0
경기북서부,20240124,0.0,0.0
인천,20240124,0.0,0.017543859649122806
서울,20240124,0.0,0.0
경기중부,20240125,0.0,0.0
인천,20240125,0.0,0.0
경기북서부,20240125,0.0,0.0
서울,20240125,0.0,0.0
경기동부,20240125,0.0,0.0
서울,20240126,0.0,0.0
경기중부,20240126,0.0,0.0
경기북서부,20240126,0.0,0.0
경기동부,20240126,0.0,0.0
인천,20240126,0.0,0.0
인천,20240127,0.0,0.0
경기동부,20240127,0.0,0.0
경기중부,20240127,0.0,0.0
경기북서부,20240127,0.0,0.0
서울,20240127,0.0,0.0
경기중부,20240128,0.0,0.0
인천,20240128,0.0,0.0
서울,20240128,0.0,0.0
경기동부,20240128,0.0,0.0
경기북서부,20240128,0.0,0.0
서울,20240129,0.0,0.0
경기동부,20240129,0.0,0.0
인천,20240129,0.0,0.0
경기중부,20240129,0.0,0.0
경기북서부,20240129,0.0,0.0
경기동부,20240130,0.0,0.0
인천,20240130,0.0,0.0
경기북서부,20240130,0.0,0.0
서울,20240130,0.0,0.0
경기중부,20240130,0.0,0.0
경기중부,20240131,0.0,0.0
경기북서부,20240131,0.0,0.0
서울,20240131,0.0,0.0
경기동부,20240131,0.0,0.0
인천,20240131,0.0,0.0
경기중부,20240201,0.0,0.0
인천,20240201,0.0,0.0
경기동부,20240201,0.0,0.0
경기북서부,20240201,0.0,0.0
서울,20240201,0.0,0.0
인천,20240202,0.0,0.0
경기북서부,20240202,0.0,0.0
경기동부,20240202,0.0,0.0
서울,20240202,0.0,0.0
경기중부,20240202,0.0,0.0
경기동부,20240203,0.002631578947368421,0.0
인천,20240203,0.0,0.0
서울,20240203,0.0,0.0
경기북서부,20240203,0.0,0.0
경기중부,20240203,0.021052631578947368,0.0
인천,20240204,0.0,0.0
서울,20240204,0.0,0.0
경기북서부,20240204,0.0,0.0
경기중부,20240204,0.010526315789473684,0.0
경기동부,20240204,0.005263157894736842,0.0
인천,20240205,0.39649122807017545,0.4263157894736842
경기동부,20240205,0.17105263157894737,0.3368421052631579
경기중부,20240205,0.17894736842105263,0.0
경기북서부,20240205,0.14473684210526316,1.0
서울,20240205,0.12631578947368421,0.8105263157894737
서울,20240206,0.021052631578947368,1.2473684210526315
인천,20240206,0.03333333333333333,1.468421052631579
경기중부,20240206,0.015789473684210527,0.010526315789473684
경기동부,20240206,0.049999999999999996,1.063157894736842
경기북서부,20240206,0.04473684210526316,2.0894736842105264
서울,20240207,0.0,0.0
경기북서부,20240207,0.0,0.2210526315789474
인천,20240207,0.0,0.45263157894736844
경기중부,20240207,0.0,0.0
경기동부,20240207,0.0,0.0
경기중부,20240208,0.0,0.0
인천,20240208,0.0,0.07017543859649122
경기동부,20240208,0.0,0.0
서울,20240208,0.0,0.0
경기북서부,20240208,0.0,0.0
경기중부,20240209,0.0,0.0
경기동부,20240209,0.0,0.0
경기북서부,20240209,0.0,0.0
서울,20240209,0.0,0.0
인천,20240209,0.0,0.0
경기동부,20240210,0.0,0.0
서울,20240210,0.0,0.0
경기중부,20240210,0.0,0.0
인천,20240210,0.0,0.0
경기북서부,20240210,0.0,0.0
경기중부,20240211,0.0,0.0
경기북서부,20240211,0.0,0.0
서울,20240211,0.0,0.0
경기동부,20240211,0.0,0.0
인천,20240211,0.0,0.0
서울,20240212,0.0,0.0
경기중부,20240212,0.0,0.0
경기북서부,20240212,0.0,0.0
경기동부,20240212,0.0,0.0
인천,20240212,0.0,0.0
인천,20240213,0.0,0.0
경기동부,20240213,0.0,0.0
서울,20240213,0.0,0.0
경기중부,20240213,0.0,0.0
경기북서부,20240213,0.0,0.0
경기동부,20240214,0.002631578947368421,0.0
서울,20240214,0.0,0.0
경기북서부,20240214,0.0,0.0
경기중부,20240214,0.0,0.0
인천,20240214,0.0,0.0
경기중부,20240215,0.3368421052631579,0.0
경기북서부,20240215,0.5842105263157894,0.049999999999999996
경기동부,20240215,0.2157894736842105,0.0
서울,20240215,0.5736842105263157,0.13157894736842105
인천,20240215,0.3157894736842105,0.06315789473684211
경기동부,20240216,0.0,0.0
경기북서부,20240216,0.0,0.02631578947368421
인천,20240216,0.0,0.0
서울,20240216,0.0,0.0
경기중부,20240216,0.0,0.0
경기동부,20240217,0.0,0.0
인천,20240217,0.0,0.0
경기북서부,20240217,0.0,0.0
서울,20240217,0.0,0.0
경기중부,20240217,0.0,0.0
경기동부,20240218,0.31315789473684214,0.0
경기북서부,20240218,0.5131578947368421,0.0
경기중부,20240218,0.431578947368421,0.0
서울,20240218,0.4052631578947368,0.0
인천,20240218,0.5263157894736842,0.0
경기동부,20240219,1.0473684210526315,0.0
경기중부,20240219,0.6789473684210526,0.0
경기북서부,20240219,0.5947368421052632,0.0
인천,20240219,0.49824561403508777,0.0
서울,20240219,0.6578947368421053,0.0
경기중부,20240220,0.11578947368421054,0.0
인천,20240220,0.05964912280701755,0.0
서울,20240220,0.12105263157894736,0.0
경기북서부,20240220,0.06315789473684211,0.0
경기동부,20240220,0.15526315789473685,0.0
경기중부,20240221,0.9526315789473685,0.0
인천,20240221,0.6543859649122806,0.3824561403508772
경기동부,20240221,0.7657894736842106,0.2552631578947368
경기북서부,20240221,0.5210526315789474,1.5368421052631578
서울,20240221,0.7947368421052632,0.5421052631578948
경기북서부,20240222,0.23157894736842108,8.407894736842104
인천,20240222,0.2982456140350877,6.756140350877193
서울,20240222,0.39473684210526316,11.478947368421052
경기동부,20240222,0.27631578947368424,5.397368421052631
경기중부,20240222,0.35789473684210527,4.605263157894737
경기동부,20240223,0.005263157894736842,1.7289473684210528
인천,20240223,0.0,3.8
서울,20240223,0.0,5.742105263157895
경기중부,20240223,0.005263157894736842,1.2578947368421052
경기북서부,20240223,0.015789473684210527,5.113157894736842
인천,20240224,0.031578947368421054,1.4140350877192982
서울,20240224,0.06842105263157895,0.8578947368421053
경기북서부,20240224,0.034210526315789476,1.644736842105263
경기중부,20240224,0.031578947368421054,0.0
경기동부,20240224,0.044736842105263165,0.10263157894736842
경기북서부,20240225,0.08157894736842106,1.6578947368421053
경기동부,20240225,0.14473684210526316,0.5289473684210527
경기중부,20240225,0.08421052631578947,0.0
