,사용일자,행정구역,강수량,적설,폭염여부,황사관측,미세먼지,초미세먼지,한파특보,평균이용승객수
132640,2023-11-26,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,8876.588235294117
132829,2023-11-26,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,4316.047619047619
133104,2023-11-26,인천,0.1701754385964912,0.0,0,0,0.0,0.0,0.0,10284.5
133201,2023-11-27,서울,0.1421052631578947,0.0,0,0,0.0,0.0,0.0,29783.260416666668
133203,2023-11-27,경기중부,0.1210526315789473,0.0,0,0,0.0,0.0,0.0,24424.019607843136
133216,2023-11-27,경기동부,0.2763157894736842,0.0,0,0,0.0,0.0,0.0,6694.809523809524
133221,2023-11-27,경기북서부,0.2421052631578947,0.0,0,0,0.0,0.0,0.0,15492.59756097561
133239,2023-11-27,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,13582.64705882353
133261,2023-11-27,인천,0.3245614035087719,0.0,0,0,0.0,0.0,0.0,15378.9
133786,2023-11-28,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,16170.939024390244
133794,2023-11-28,서울,0.0,0.0,0,0,0.0,0.0,0.0,31123.682291666668
133807,2023-11-28,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,25456.764705882353
133830,2023-11-28,인천,0.0,0.0,0,0,0.0,0.0,0.0,16027.0
133844,2023-11-28,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,13901.411764705883
134038,2023-11-28,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,6955.523809523809
134371,2023-11-29,경기북서부,0.0131578947368421,0.0,0,0,0.0,0.0,0.0,15984.963414634147
134372,2023-11-29,서울,0.0,0.0,0,0,0.0,0.0,0.0,31176.088541666668
134524,2023-11-29,경기동부,0.0210526315789473,0.0,0,0,0.0,0.0,0.0,7014.9047619047615
134617,2023-11-29,경기중부,0.0105263157894736,0.0,0,0,0.0,0.0,0.0,25588.70588235294
134696,2023-11-29,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,13740.529411764706
134765,2023-11-29,인천,0.0859649122807017,0.2263157894736842,0,0,0.0,0.0,0.0,15878.566666666668
134956,2023-11-30,서울,0.0,0.0,0,0,0.0,0.0,0.0,30723.3203125
134979,2023-11-30,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,15612.121951219513
135018,2023-11-30,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,6867.428571428572
135200,2023-11-30,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,24724.156862745098
135286,2023-11-30,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,13469.764705882353
135374,2023-11-30,인천,0.0,0.0,0,0,0.0,0.0,0.0,15552.633333333333
135541,2023-12-01,서울,0.0,0.0,0,0,0.0,0.0,0.0,32022.8046875
135559,2023-12-01,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,16224.963414634147
135669,2023-12-01,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,7152.619047619048
135761,2023-12-01,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,25716.098039215685
135842,2023-12-01,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,14031.529411764706
135911,2023-12-01,인천,0.0017543859649122,0.0,0,0,0.0,0.0,0.0,16103.4
136126,2023-12-02,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,18848.117647058825
136131,2023-12-02,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,11141.29411764706
136143,2023-12-02,서울,0.0,0.0,0,0,0.0,0.0,0.0,23000.53125
136144,2023-12-02,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,12729.313253012047
136317,2023-12-02,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,5558.285714285715
136497,2023-12-02,인천,0.0035087719298245,0.0,0,0,0.0,0.0,0.0,13484.2
136712,2023-12-03,서울,0.0,0.0,0,0,0.0,0.0,0.0,16661.1640625
136713,2023-12-03,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,9677.012195121952
136736,2023-12-03,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,13870.862745098038
136760,2023-12-03,인천,0.0,0.0,0,0,0.0,0.0,0.0,10363.3
136774,2023-12-03,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,8949.117647058823
136957,2023-12-03,경기동부,0.0052631578947368,0.0,0,0,0.0,0.0,0.0,4304.380952380952
137297,2023-12-04,서울,0.0,0.0,0,0,0.0,0.0,0.0,30056.9140625
137358,2023-12-04,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,15862.792682926829
137469,2023-12-04,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,6922.047619047619
137562,2023-12-04,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,24919.41176470588
137639,2023-12-04,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,13749.176470588236
137708,2023-12-04,인천,0.0,0.0,0,0,0.0,0.0,0.0,15553.2
137882,2023-12-05,서울,0.0,0.0,0,0,0.0,0.0,0.0,31036.3828125
137941,2023-12-05,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,16301.487804878048
138051,2023-12-05,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,7168.9047619047615
138144,2023-12-05,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,25309.41176470588
138224,2023-12-05,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,13815.235294117647
138293,2023-12-05,인천,0.0,0.0,0,0,0.0,0.0,0.0,15847.333333333334
138467,2023-12-06,경기중부,0.0894736842105263,0.0,0,0,0.0,0.0,0.0,24955.13725490196
138468,2023-12-06,경기북서부,0.0789473684210526,0.0,0,0,0.0,0.0,0.0,15823.548780487805
138471,2023-12-06,경기동부,0.4289473684210526,0.0,0,0,0.0,0.0,0.0,6839.666666666667
138476,2023-12-06,서울,0.2,0.0,0,0,0.0,0.0,0.0,30798.796875
138834,2023-12-06,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,13486.529411764706
138903,2023-12-06,인천,0.0508771929824561,0.0,0,0,0.0,0.0,0.0,15496.766666666666
139052,2023-12-07,서울,0.0,0.0,0,0,0.0,0.0,0.0,31513.744791666668
139056,2023-12-07,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,25543.470588235294
139058,2023-12-07,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,16333.951219512195
139093,2023-12-07,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,7135.0952380952385
139431,2023-12-07,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,13995.823529411764
139501,2023-12-07,인천,0.0,0.0,0,0,0.0,0.0,0.0,16046.5
139637,2023-12-08,서울,0.0,0.0,0,0,0.0,0.0,0.0,32420.151041666668
139646,2023-12-08,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,16846.463414634145
139653,2023-12-08,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,7376.523809523809
139662,2023-12-08,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,26488.41176470588
139663,2023-12-08,인천,0.0,0.0,0,0,0.0,0.0,0.0,16736.433333333334
139726,2023-12-08,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,14575.235294117647
140222,2023-12-09,서울,0.0,0.0,0,0,0.0,0.0,0.0,23790.4375
140229,2023-12-09,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,13146.072289156626
140388,2023-12-09,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,6111.190476190476
140513,2023-12-09,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,20157.313725490196
140537,2023-12-09,인천,0.0,0.0,0,0,0.0,0.0,0.0,13942.066666666668
140548,2023-12-09,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,11970.235294117647
140808,2023-12-10,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,14309.803921568628
140809,2023-12-10,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,4698.0952380952385
140812,2023-12-10,서울,0.0,0.0,0,0,0.0,0.0,0.0,16900.734375
140818,2023-12-10,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,9723.939759036144
140863,2023-12-10,인천,0.0,0.0,0,0,0.0,0.0,0.0,10637.833333333334
140877,2023-12-10,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,9073.70588235294
141394,2023-12-11,서울,0.5789473684210527,0.0,0,0,0.0,0.0,0.0,29389.390625
141395,2023-12-11,경기동부,0.5894736842105263,0.0,0,0,0.0,0.0,0.0,6570.571428571428
141404,2023-12-11,경기북서부,0.7947368421052632,0.0,0,0,0.0,0.0,0.0,14947.548780487805
141421,2023-12-11,경기중부,0.7000000000000001,0.0,0,0,0.0,0.0,0.0,23635.039215686276
141478,2023-12-11,인천,1.0491228070175438,0.0,0,0,0.0,0.0,0.0,14636.766666666666
141802,2023-12-11,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,12903.29411764706
141979,2023-12-12,서울,0.0421052631578947,0.0,0,0,0.0,0.0,0.0,31309.453125
142000,2023-12-12,경기중부,0.0157894736842105,0.0,0,0,0.0,0.0,0.0,25419.901960784315
142020,2023-12-12,경기북서부,0.0657894736842105,0.0,0,0,0.0,0.0,0.0,16195.012195121952
142096,2023-12-12,경기동부,0.0289473684210526,0.0,0,0,0.0,0.0,0.0,7063.761904761905
142369,2023-12-12,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,13810.117647058823
142438,2023-12-12,인천,0.0210526315789473,0.0,0,0,0.0,0.0,0.0,15880.9
142564,2023-12-13,인천,0.0,0.0,0,0,0.0,0.0,0.0,16207.8
142565,2023-12-13,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,7234.0
142568,2023-12-13,서울,0.0,0.0,0,0,0.0,0.0,0.0,31738.940104166668
142574,2023-12-13,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,16457.048780487807
142609,2023-12-13,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,25788.803921568626
142959,2023-12-13,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,13878.823529411764
143149,2023-12-14,경기중부,0.5631578947368421,0.0,0,0,0.0,0.0,0.0,25456.960784313724
143150,2023-12-14,서울,0.5368421052631579,0.0,0,0,0.0,0.0,0.0,31407.890625
143158,2023-12-14,경기북서부,0.6605263157894737,0.0,0,0,0.0,0.0,0.0,15688.682926829268
143377,2023-12-14,경기동부,0.5368421052631579,0.0,0,0,0.0,0.0,0.0,6936.380952380952
143397,2023-12-14,인천,0.7947368421052631,0.0,0,0,0.0,0.0,0.0,15338.733333333334
143510,2023-12-14,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,13441.764705882353
143734,2023-12-15,경기북서부,0.9684210526315788,0.0,0,0,0.0,0.0,0.0,16011.926829268292
143743,2023-12-15,서울,1.536842105263158,0.0,0,0,0.0,0.0,0.0,32289.6015625
143756,2023-12-15,경기중부,1.6684210526315788,0.0,0,0,0.0,0.0,0.0,25751.686274509804
143780,2023-12-15,인천,0.8140350877192982,0.0,0,0,0.0,0.0,0.0,16069.266666666666
143794,2023-12-15,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,13836.235294117647
143977,2023-12-15,경기동부,1.844736842105263,0.0,0,0,0.0,0.0,0.0,7100.380952380952
144319,2023-12-16,경기북서부,0.0684210526315789,0.0052631578947368,0,0,0.0,0.0,1.0,13254.364705882354
144320,2023-12-16,서울,0.131578947368421,0.2421052631578947,0,0,0.0,0.0,1.0,24604.747395833332
144329,2023-12-16,경기중부,0.3052631578947368,2.421052631578948,0,0,0.0,0.0,1.0,20055.843137254902
144345,2023-12-16,인천,0.0210526315789473,0.2017543859649122,0,0,0.0,0.0,1.0,13785.566666666668
144370,2023-12-16,경기남부,0.0,0.0,0,0,0.0,0.0,1.0,12147.117647058823
144474,2023-12-16,경기동부,0.15,0.1368421052631579,0,0,0.0,0.0,1.0,5885.190476190476
144907,2023-12-17,인천,0.0140350877192982,0.375438596491228,0,0,0.0,0.0,1.0,9844.433333333332
144910,2023-12-17,경기북서부,0.0,0.0,0,0,0.0,0.0,2.0,8888.559523809523
144913,2023-12-17,서울,0.0,0.0,0,0,0.0,0.0,1.0,16140.03125
145000,2023-12-17,경기중부,0.0,0.9052631578947368,0,0,0.0,0.0,1.0,13291.117647058823
145047,2023-12-17,경기동부,0.0,0.0,0,0,0.0,0.0,2.0,4015.9523809523807
145080,2023-12-17,경기남부,0.0,0.0,0,0,0.0,0.0,1.0,8559.941176470587
145494,2023-12-18,경기동부,0.0,0.0,0,0,0.0,0.0,2.0,6553.619047619048
145495,2023-12-18,서울,0.0,0.0,0,0,0.0,0.0,1.0,29645.166666666668
145497,2023-12-18,경기중부,0.0,0.8,0,0,0.0,0.0,1.0,23434.019607843136
145557,2023-12-18,경기북서부,0.0,0.0,0,0,0.0,0.0,2.0,14517.02380952381
145839,2023-12-18,경기남부,0.0,0.0,0,0,0.0,0.0,1.0,12492.882352941177
145909,2023-12-18,인천,0.019298245614035,1.129824561403509,0,0,0.0,0.0,1.0,14836.6
146081,2023-12-19,서울,0.0,0.0421052631578947,0,0,0.0,0.0,0.0,31370.950520833332
146118,2023-12-19,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,15263.511904761905
146137,2023-12-19,경기동부,0.0,0.0,0,0,0.0,0.0,1.0,6882.857142857143
146229,2023-12-19,경기중부,0.0,0.4789473684210526,0,0,0.0,0.0,0.0,24939.803921568626
146308,2023-12-19,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,12903.70588235294
146379,2023-12-19,인천,0.1070175438596491,2.22280701754386,0,0,0.0,0.0,0.0,15464.566666666668
146668,2023-12-20,서울,0.0157894736842105,1.0157894736842106,0,0,0.0,0.0,2.0,31932.151041666668
146669,2023-12-20,경기동부,0.0026315789473684,0.3894736842105263,0,0,0.0,0.0,2.0,7136.952380952381
146683,2023-12-20,경기북서부,0.0052631578947368,0.0026315789473684,0,0,0.0,0.0,2.0,15344.654761904761
146689,2023-12-20,인천,0.0298245614035087,2.949122807017544,0,0,0.0,0.0,1.0,16022.066666666668
146765,2023-12-20,경기남부,0.0,0.0,0,0,0.0,0.0,2.0,13061.764705882353
146766,2023-12-20,경기중부,0.0,2.421052631578948,0,0,0.0,0.0,2.0,25204.21568627451
147255,2023-12-21,서울,0.0,0.4526315789473684,0,0,0.0,0.0,2.0,30503.078125
147268,2023-12-21,경기북서부,0.0,0.0,0,0,0.0,0.0,2.0,14275.785714285714
147279,2023-12-21,경기동부,0.0,0.0,0,0,0.0,0.0,2.0,6480.0
147295,2023-12-21,경기중부,0.0,1.7736842105263155,0,0,0.0,0.0,2.0,23555.62745098039
147319,2023-12-21,인천,0.0157894736842105,1.8859649122807016,0,0,0.0,0.0,1.0,14837.466666666667
147333,2023-12-21,경기남부,0.0,0.0,0,0,0.0,0.0,2.0,11958.058823529413
147842,2023-12-22,경기북서부,0.0,0.0,0,0,0.0,0.0,2.0,14916.285714285714
147843,2023-12-22,경기동부,0.0,0.0,0,0,0.0,0.0,2.0,6824.238095238095
147846,2023-12-22,서울,0.0,0.2842105263157894,0,0,0.0,0.0,2.0,31591.005208333332
147971,2023-12-22,경기중부,0.0,1.5210526315789472,0,0,0.0,0.0,2.0,24466.666666666668
148050,2023-12-22,경기남부,0.0,0.0,0,0,0.0,0.0,2.0,13113.176470588236
148121,2023-12-22,인천,0.0087719298245614,1.4842105263157894,0,0,0.0,0.0,1.0,15715.466666666667
148429,2023-12-23,서울,0.0,0.0842105263157894,0,0,0.0,0.0,1.0,22547.78125
148430,2023-12-23,경기동부,0.0,0.0,0,0,0.0,0.0,2.0,5292.238095238095
148437,2023-12-23,경기북서부,0.0,0.0,0,0,0.0,0.0,1.0,11517.011904761905
148465,2023-12-23,인천,0.0,1.6754385964912282,0,0,0.0,0.0,1.0,12641.633333333333
148468,2023-12-23,경기중부,0.0,1.0473684210526315,0,0,0.0,0.0,1.0,17526.941176470587
148799,2023-12-23,경기남부,0.0,0.0,0,0,0.0,0.0,1.0,10562.0
149016,2023-12-24,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,9730.411764705883
149017,2023-12-24,서울,0.0578947368421052,0.5105263157894736,0,0,0.0,0.0,0.0,19334.786458333332
149188,2023-12-24,경기동부,0.0263157894736842,0.1763157894736842,0,0,0.0,0.0,0.0,4738.285714285715
149281,2023-12-24,경기중부,0.0105263157894736,2.068421052631579,0,0,0.0,0.0,0.0,15175.607843137255
149360,2023-12-24,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,9197.470588235294
149432,2023-12-24,인천,0.0403508771929824,2.543859649122807,0,0,0.0,0.0,0.0,11409.666666666666
149604,2023-12-26,경기중부,0.0,0.8631578947368422,0,0,0.0,0.0,0.0,23112.960784313724
149605,2023-12-26,서울,0.0,0.0,0,0,0.0,0.0,0.0,29781.807291666668
149607,2023-12-26,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,14879.17857142857
149718,2023-12-26,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,6655.952380952381
149889,2023-12-26,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,12352.70588235294
149960,2023-12-26,인천,0.0,0.4368421052631579,0,0,0.0,0.0,0.0,15246.0
150191,2023-12-27,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,15223.535714285714
150194,2023-12-27,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,24159.58823529412
150196,2023-12-27,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,12487.0
150201,2023-12-27,인천,0.0,0.0,0,0,0.0,0.0,0.0,15690.933333333332
150212,2023-12-27,서울,0.0,0.0,0,0,0.0,0.0,0.0,30819.3125
150266,2023-12-27,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,6868.380952380952
150778,2023-12-28,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,15132.27380952381
150779,2023-12-28,서울,0.0,0.0,0,0,0.0,0.0,0.0,30467.239583333332
150806,2023-12-28,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,23562.941176470587
150830,2023-12-28,인천,0.0,0.0,0,0,0.0,0.0,0.0,15617.866666666667
150844,2023-12-28,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,12350.64705882353
151028,2023-12-28,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,6801.142857142857
151365,2023-12-29,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,24338.41176470588
151370,2023-12-29,인천,0.0,0.0,0,0,0.0,0.0,0.0,16113.3
151376,2023-12-29,서울,0.0,0.0,0,0,0.0,0.0,0.0,30436.794270833332
151389,2023-12-29,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,15422.619047619048
151419,2023-12-29,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,13259.823529411764
151591,2023-12-29,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,7107.761904761905
151952,2023-12-30,서울,0.6,7.126315789473685,0,0,0.0,0.0,0.0,20951.138020833332
151957,2023-12-30,경기북서부,0.4710526315789473,4.657894736842105,0,0,0.0,0.0,0.0,11314.6
151986,2023-12-30,경기중부,0.3421052631578947,0.3894736842105263,0,0,0.0,0.0,0.0,16977.156862745098
152010,2023-12-30,인천,0.5105263157894737,2.387719298245614,0,0,0.0,0.0,0.0,12091.9
152024,2023-12-30,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,9928.058823529413
152210,2023-12-30,경기동부,0.5973684210526315,6.018421052631578,0,0,0.0,0.0,0.0,5934.619047619048
152540,2023-12-31,경기북서부,0.4947368421052632,1.7473684210526317,0,0,0.0,0.0,0.0,8881.870588235293
152546,2023-12-31,경기동부,0.3447368421052632,3.702631578947368,0,0,0.0,0.0,0.0,4135.142857142857
152551,2023-12-31,서울,0.2947368421052631,3.794736842105263,0,0,0.0,0.0,0.0,16681.854166666668
152573,2023-12-31,경기중부,0.1105263157894737,0.0105263157894736,0,0,0.0,0.0,0.0,13137.56862745098
152597,2023-12-31,인천,0.2614035087719298,0.4140350877192982,0,0,0.0,0.0,0.0,10349.833333333334
152610,2023-12-31,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,7909.117647058823
153128,2024-01-02,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,22585.666666666668
153130,2024-01-02,서울,0.0,0.0,0,0,0.0,0.0,0.0,28312.044270833332
153156,2024-01-02,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,14236.083333333334
153195,2024-01-02,인천,0.0,0.0,0,0,0.0,0.0,0.0,14576.9
153331,2024-01-02,경기동부,0.0,0.631578947368421,0,0,0.0,0.0,0.0,6404.047619047619
153457,2024-01-02,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,11986.823529411764
153715,2024-01-03,서울,0.031578947368421,0.0,0,0,0.0,0.0,0.0,29370.328125
153716,2024-01-03,경기동부,0.0736842105263157,0.2289473684210526,0,0,0.0,0.0,0.0,6571.380952380952
153725,2024-01-03,경기북서부,0.0052631578947368,0.0,0,0,0.0,0.0,0.0,14496.988095238095
153891,2024-01-03,경기중부,0.0999999999999999,0.0,0,0,0.0,0.0,0.0,23241.941176470587
153969,2024-01-03,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,11931.176470588236
154040,2024-01-03,인천,0.0,0.0,0,0,0.0,0.0,0.0,14854.733333333334
154302,2024-01-04,서울,0.0,0.0,0,0,0.0,0.0,0.0,29904.278645833332
154356,2024-01-04,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,14731.142857142857
154358,2024-01-04,경기동부,0.0,0.0842105263157894,0,0,0.0,0.0,0.0,6710.952380952381
154402,2024-01-04,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,24017.07843137255
154426,2024-01-04,인천,0.0,0.0,0,0,0.0,0.0,0.0,15006.633333333333
154440,2024-01-04,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,12173.35294117647
154889,2024-01-05,서울,0.0,0.0,0,0,0.0,0.0,0.0,30907.135416666668
154890,2024-01-05,경기동부,0.0026315789473684,0.0,0,0,0.0,0.0,0.0,7189.666666666667
154899,2024-01-05,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,15424.404761904761
154933,2024-01-05,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,25031.039215686276
154957,2024-01-05,인천,0.0,0.0,0,0,0.0,0.0,0.0,15697.633333333333
154971,2024-01-05,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,13272.941176470587
155476,2024-01-06,서울,0.1263157894736842,1.0473684210526315,0,0,0.0,0.0,0.0,21525.333333333332
155504,2024-01-06,경기북서부,0.0184210526315789,0.0921052631578947,0,0,0.0,0.0,0.0,11449.6
155527,2024-01-06,경기중부,0.031578947368421,0.4052631578947368,0,0,0.0,0.0,0.0,17721.78431372549
155552,2024-01-06,인천,0.0824561403508772,0.3982456140350877,0,0,0.0,0.0,0.0,12536.866666666667
155566,2024-01-06,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,10309.058823529413
155752,2024-01-06,경기동부,0.0105263157894736,0.1921052631578947,0,0,0.0,0.0,0.0,5382.047619047619
156064,2024-01-07,서울,0.0,2.7526315789473683,0,0,0.0,0.0,0.0,15327.078328981723
156067,2024-01-07,경기동부,0.0473684210526315,0.5131578947368421,0,0,0.0,0.0,0.0,4034.8571428571427
156076,2024-01-07,경기북서부,0.0052631578947368,0.1394736842105263,0,0,0.0,0.0,0.0,8391.583333333334
156111,2024-01-07,경기중부,0.0,0.7315789473684211,0,0,0.0,0.0,0.0,12822.607843137255
156135,2024-01-07,인천,0.0,0.6491228070175439,0,0,0.0,0.0,0.0,9359.0
156149,2024-01-07,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,7924.64705882353
156650,2024-01-08,서울,0.0,0.8368421052631579,0,0,0.0,0.0,0.0,28517.424479166668
156651,2024-01-08,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,13998.809523809523
156666,2024-01-08,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,22488.745098039217
156713,2024-01-08,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,6416.190476190476
156745,2024-01-08,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,11656.058823529413
156816,2024-01-08,인천,0.0,0.2263157894736842,0,0,0.0,0.0,0.0,14338.366666666667
157237,2024-01-09,서울,0.0842105263157894,1.963157894736842,0,0,0.0,0.0,0.0,29833.0625
157245,2024-01-09,경기북서부,0.0710526315789473,0.5105263157894737,0,0,0.0,0.0,0.0,14637.97619047619
157257,2024-01-09,경기동부,0.1526315789473684,1.063157894736842,0,0,0.0,0.0,0.0,6909.047619047619
157506,2024-01-09,경기중부,0.1578947368421052,0.7578947368421053,0,0,0.0,0.0,0.0,24264.450980392157
157611,2024-01-09,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,12322.529411764706
157691,2024-01-09,인천,0.0491228070175438,0.5228070175438596,0,0,0.0,0.0,0.0,14974.733333333334
157824,2024-01-10,경기북서부,0.0,0.3736842105263158,0,0,0.0,0.0,0.0,14855.166666666666
157834,2024-01-10,경기중부,0.0,0.6421052631578947,0,0,0.0,0.0,0.0,24130.882352941175
157835,2024-01-10,서울,0.0,2.389473684210526,0,0,0.0,0.0,0.0,30305.927083333332
158021,2024-01-10,경기동부,0.0,1.131578947368421,0,0,0.0,0.0,0.0,6895.714285714285
158193,2024-01-10,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,12304.117647058823
158264,2024-01-10,인천,0.0,0.3,0,0,0.0,0.0,0.0,15200.0
158411,2024-01-11,서울,0.0,0.9684210526315788,0,0,0.0,0.0,0.0,30269.6875
158432,2024-01-11,경기동부,0.0,0.2736842105263158,0,0,0.0,0.0,0.0,6803.9047619047615
158473,2024-01-11,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,14873.988095238095
158548,2024-01-11,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,23941.843137254902
158627,2024-01-11,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,12251.35294117647
158723,2024-01-11,인천,0.0,0.0456140350877193,0,0,0.0,0.0,0.0,15239.266666666666
158998,2024-01-12,서울,0.0,0.0,0,0,0.0,0.0,0.0,31319.114583333332
159006,2024-01-12,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,25208.235294117647
159008,2024-01-12,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,15474.809523809523
159018,2024-01-12,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,7081.428571428572
159070,2024-01-12,인천,0.0,0.0,0,0,0.0,0.0,0.0,15931.033333333333
159084,2024-01-12,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,13300.70588235294
159585,2024-01-13,서울,0.0,0.0,0,0,0.0,0.0,0.0,22240.911458333332
159647,2024-01-13,경기북서부,0.0,0.0,0,0,0.0,0.0,0.0,12084.223529411765
159757,2024-01-13,경기동부,0.0,0.0,0,0,0.0,0.0,0.0,5675.666666666667
159850,2024-01-13,경기중부,0.0,0.0,0,0,0.0,0.0,0.0,18491.313725490196
159928,2024-01-13,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,11067.0
160000,2024-01-13,인천,0.0,0.0,0,0,0.0,0.0,0.0,13082.666666666666
160173,2024-01-14,서울,0.1631578947368421,0.0,0,0,0.0,0.0,0.0,14806.619791666666
160252,2024-01-14,경기북서부,0.1894736842105263,0.8447368421052632,0,0,0.0,0.0,0.0,8061.942528735633
160268,2024-01-14,경기동부,0.1736842105263157,0.0,0,0,0.0,0.0,0.0,4018.4285714285716
160311,2024-01-14,경기중부,0.131578947368421,0.0,0,0,0.0,0.0,0.0,13070.725490196079
160335,2024-01-14,인천,0.1614035087719298,0.0,0,0,0.0,0.0,0.0,9252.9
160349,2024-01-14,경기남부,0.0,0.0,0,0,0.0,0.0,0.0,8088.294117647059
